상호명,상권업종소분류명,시도명,시군구명,위도,경도,좌석 수,1인 좌석 수,콘센트 ,와이파이 속도
카페903,카페,제주특별자치도,서귀포시,33.23804528,126.511952,34,11,32,123mbps
빽다방빵연구소제주합동,카페,제주특별자치도,제주시,33.49013111,126.5270274,34,6,24,64mbps
백억커피제주,카페,제주특별자치도,제주시,33.5141342,126.5253792,13,4,3,69mbps
숲의아이,카페,제주특별자치도,서귀포시,33.31105793,126.7223596,38,12,35,132mbps
제주과,카페,제주특별자치도,제주시,33.48910894,126.4789782,25,6,17,89mbps
이디야커피제주,카페,제주특별자치도,서귀포시,33.25490452,126.4097713,20,4,19,90mbps
코메트이에프,카페,제주특별자치도,제주시,33.49693475,126.4497795,32,6,28,96mbps
아워메이,카페,제주특별자치도,서귀포시,33.25598438,126.5203731,39,19,37,64mbps
컴포즈커피제주뉴월드화북마트점,카페,제주특별자치도,제주시,33.51970763,126.5702775,23,7,9,107mbps
류지커피로스터스,카페,제주특별자치도,서귀포시,33.24728109,126.5611856,24,12,22,133mbps
카름,카페,제주특별자치도,제주시,33.50167197,126.5415468,40,20,22,141mbps
컴포즈커피서귀포위미점,카페,제주특별자치도,서귀포시,33.27476917,126.6579854,17,8,3,142mbps
벌크커피제주,카페,제주특별자치도,제주시,33.49928396,126.5298402,28,9,10,115mbps
캣우먼카페엔커피숍,카페,제주특별자치도,서귀포시,33.24870892,126.5672627,32,16,19,55mbps
팥팥,카페,제주특별자치도,제주시,33.45026843,126.481168,31,6,14,61mbps
일일커피제주화북점,카페,제주특별자치도,제주시,33.51950178,126.5655424,12,2,3,83mbps
투에스,카페,제주특별자치도,서귀포시,33.30787578,126.7762849,49,16,48,147mbps
차화술,카페,제주특별자치도,제주시,33.5099161,126.5328501,21,10,10,132mbps
정다방,카페,제주특별자치도,제주시,33.48770033,126.4914897,43,14,29,125mbps
컴포즈커피제주외도,카페,제주특별자치도,제주시,33.48793504,126.4313939,14,7,8,70mbps
테마라운지,카페,제주특별자치도,서귀포시,33.26222076,126.4280098,40,8,24,84mbps
사운드프레소제주연동점,카페,제주특별자치도,제주시,33.4769154,126.4888415,18,4,4,82mbps
백억커피제주연동점,카페,제주특별자치도,제주시,33.48603057,126.4910475,23,7,16,102mbps
굿핸드,카페,제주특별자치도,서귀포시,33.25456169,126.5754541,50,10,42,62mbps
어놀문화센터삼화지구점,카페,제주특별자치도,제주시,33.5134961,126.5809315,42,14,41,134mbps
뺵다방제주서광로동성길점,카페,제주특별자치도,제주시,33.49978583,126.5104345,17,4,2,96mbps
카페동화,카페,제주특별자치도,제주시,33.51800134,126.5774762,11,3,6,137mbps
담안,카페,제주특별자치도,제주시,33.50594461,126.4669635,22,7,3,146mbps
뉴트커피,카페,제주특별자치도,제주시,33.48746432,126.4999591,39,13,34,137mbps
커피정원,카페,제주특별자치도,서귀포시,33.43900812,126.8637562,16,3,0,62mbps
고성리안,카페,제주특별자치도,서귀포시,33.4507833,126.9142674,50,25,31,106mbps
돌담길찻집,카페,제주특별자치도,서귀포시,33.25032735,126.3023988,25,8,16,112mbps
메가엠지씨커피제주평화로무수천점,카페,제주특별자치도,제주시,33.46219594,126.4496656,21,4,14,150mbps
브라운터틀,카페,제주특별자치도,제주시,33.51417948,126.9571509,44,8,43,107mbps
나풀,카페,제주특별자치도,제주시,33.52479282,126.5862271,14,3,6,149mbps
카페수,카페,제주특별자치도,제주시,33.46893751,126.4005576,34,8,26,141mbps
봄봄안덕,카페,제주특별자치도,서귀포시,33.24629207,126.331016,50,12,41,61mbps
기분존카페,카페,제주특별자치도,제주시,33.32500012,126.2575566,33,8,21,97mbps
우도의아침,카페,제주특별자치도,제주시,33.50227291,126.9692962,17,4,1,118mbps
제주오션뷰카페마녀의언덕,카페,제주특별자치도,서귀포시,33.23402652,126.3844631,43,21,31,81mbps
네이키드,카페,제주특별자치도,제주시,33.49860362,126.5311244,46,15,39,83mbps
콩지쿡,카페,제주특별자치도,제주시,33.46792895,126.3878923,29,14,28,98mbps
비더커피,카페,제주특별자치도,제주시,33.31075584,126.2209106,20,6,11,109mbps
떡기리제주점,카페,제주특별자치도,제주시,33.33910412,126.2255671,38,19,27,127mbps
뉴은하수카페,카페,제주특별자치도,서귀포시,33.22119424,126.2538971,39,7,27,143mbps
카페봄봄제주오일장점,카페,제주특별자치도,제주시,33.49337083,126.4848172,14,4,10,85mbps
져스터원더노트,카페,제주특별자치도,제주시,33.55656245,126.7287594,12,2,0,113mbps
스타독스,카페,제주특별자치도,제주시,33.50462438,126.5426828,43,14,26,55mbps
메가엠지씨커피제주오라정실점,카페,제주특별자치도,제주시,33.47157375,126.5078499,36,9,32,71mbps
빽다방제주연북로점,카페,제주특별자치도,제주시,33.4813412,126.4842429,21,10,19,108mbps
카페산들랑,카페,제주특별자치도,제주시,33.51320491,126.8588826,37,9,31,83mbps
어니스트밀크,카페,제주특별자치도,서귀포시,33.45041315,126.8718803,22,11,11,138mbps
풀잎들커피아카이브,카페,제주특별자치도,제주시,33.49699703,126.5402801,32,16,21,96mbps
더벤티모슬포점,카페,제주특별자치도,서귀포시,33.22409951,126.2557498,28,14,24,124mbps
카페범,카페,제주특별자치도,서귀포시,33.23150297,126.5059912,47,23,28,59mbps
플러피,카페,제주특별자치도,제주시,33.43024323,126.263651,49,24,31,99mbps
망고레이애월,카페,제주특별자치도,제주시,33.48178295,126.4001033,27,13,18,120mbps
컬쳐앤브런치씨앤비카페,카페,제주특별자치도,서귀포시,33.24590814,126.4294788,28,9,13,64mbps
공탱크,카페,제주특별자치도,제주시,33.38838898,126.2290854,32,6,25,126mbps
마노커피하우스,카페,제주특별자치도,서귀포시,33.2513556,126.4239706,44,11,26,123mbps
좋은사람좋은커피협동조합,카페,제주특별자치도,서귀포시,33.2513556,126.4239706,11,2,4,112mbps
협재노랑대문,카페,제주특별자치도,제주시,33.39909764,126.2463395,11,2,7,115mbps
본카페,카페,제주특별자치도,제주시,33.46777599,126.3320732,40,13,34,53mbps
제주외도가야카페,카페,제주특별자치도,제주시,33.48897754,126.4306661,15,3,10,95mbps
오우너스원,카페,제주특별자치도,제주시,33.42568885,126.6570937,29,9,21,90mbps
블레스크,카페,제주특별자치도,제주시,33.513617,126.524521,50,12,42,146mbps
린앤모닝,카페,제주특별자치도,제주시,33.47892679,126.4978672,43,8,41,133mbps
메가엠지씨커피제주삼화초점,카페,제주특별자치도,제주시,33.51444114,126.5751578,47,9,27,72mbps
오사카커피,카페,제주특별자치도,제주시,33.51565645,126.5250049,34,8,15,79mbps
금호커피숍,카페,제주특별자치도,서귀포시,33.24982105,126.5655725,31,15,13,122mbps
컴포즈커피서귀포올레,카페,제주특별자치도,서귀포시,33.24769482,126.5634584,21,10,7,76mbps
더벤티제주노형이편한세상점,카페,제주특별자치도,제주시,33.48442128,126.4706138,24,4,20,130mbps
우호적무관심,카페,제주특별자치도,제주시,33.33772492,126.2672125,31,15,25,70mbps
메가엠지씨커피제주,카페,제주특별자치도,제주시,33.48851806,126.5392058,31,7,21,80mbps
테마라운지2,카페,제주특별자치도,서귀포시,33.26222076,126.4280098,10,2,5,106mbps
고망고제주연동점,카페,제주특별자치도,제주시,33.48799374,126.4904873,37,12,33,121mbps
어오케이커피제주,카페,제주특별자치도,서귀포시,33.25083819,126.4251652,46,15,40,92mbps
오롯커피,카페,제주특별자치도,제주시,33.49076541,126.518491,44,8,44,117mbps
코지스테이무인카페,카페,제주특별자치도,제주시,33.51044372,126.5246029,41,20,30,125mbps
커피빈제주동문,카페,제주특별자치도,제주시,33.51287129,126.5275603,50,25,46,74mbps
모이세카페,카페,제주특별자치도,제주시,33.49019398,126.4883869,47,23,27,133mbps
벤티프레소하효점,카페,제주특별자치도,서귀포시,33.26174026,126.6176292,23,4,14,74mbps
몽크커피,카페,제주특별자치도,제주시,33.50596686,126.5375851,15,5,1,106mbps
또뜻헌책방,카페,제주특별자치도,제주시,33.50285304,126.5201137,22,7,7,128mbps
타래커피제주아라동점,카페,제주특별자치도,제주시,33.4842769,126.5406486,41,13,34,111mbps
오늘도빵과커피,카페,제주특별자치도,제주시,33.4833217,126.496669,40,20,30,92mbps
밝은달귤후르츠앤북스,카페,제주특별자치도,서귀포시,33.22843054,126.2532886,30,10,23,107mbps
키에키로스팅룸,카페,제주특별자치도,제주시,33.51036787,126.5236347,15,3,4,148mbps
카페사분의일,카페,제주특별자치도,제주시,33.4462479,126.4813102,23,4,7,108mbps
1층마카롱,카페,제주특별자치도,제주시,33.50639044,126.5351291,38,9,34,99mbps
달리는커피서귀포,카페,제주특별자치도,서귀포시,33.27956333,126.7180582,42,10,35,77mbps
서귀포안덕면화순카페인더눅,카페,제주특별자치도,서귀포시,33.24235013,126.3357134,35,8,35,65mbps
감성커피서귀포법환점,카페,제주특별자치도,서귀포시,33.23380114,126.5125979,27,13,25,123mbps
봄봄애월점,카페,제주특별자치도,제주시,33.4600074,126.3210214,45,15,27,141mbps
루미에르,카페,제주특별자치도,제주시,33.50715659,126.5093598,14,7,8,100mbps
카페마망,카페,제주특별자치도,서귀포시,33.44979759,126.8879605,36,7,31,105mbps
아이빈,카페,제주특별자치도,제주시,33.54296867,126.6348929,10,3,10,94mbps
엘에프,카페,제주특별자치도,서귀포시,33.24313133,126.4515681,19,6,6,117mbps
신세계다방,카페,제주특별자치도,제주시,33.41580881,126.262128,15,3,2,60mbps
컴포즈커피제주일도인제점,카페,제주특별자치도,제주시,33.50540414,126.5414302,22,11,5,141mbps
로스트룸,카페,제주특별자치도,제주시,33.49131336,126.534478,47,15,30,112mbps
이보커,카페,제주특별자치도,제주시,33.48132024,126.4770881,24,12,8,134mbps
카페세바,카페,제주특별자치도,제주시,33.51322501,126.7060336,19,3,8,115mbps
올리브앤씨,카페,제주특별자치도,제주시,33.44830957,126.3023882,20,6,2,96mbps
원카페,카페,제주특별자치도,제주시,33.45454772,126.5724385,25,5,18,110mbps
사우스포트,카페,제주특별자치도,서귀포시,33.2570146,126.5474648,31,6,30,110mbps
수노카페,카페,제주특별자치도,제주시,33.55641627,126.7198004,21,10,16,149mbps
소오커피,카페,제주특별자치도,제주시,33.50753611,126.523435,43,14,41,52mbps
더벤티연동점,카페,제주특별자치도,제주시,33.48727456,126.4909972,34,17,33,56mbps
우포포이,카페,제주특별자치도,제주시,33.50173705,126.5183011,39,7,32,55mbps
해오름디저트카페,카페,제주특별자치도,서귀포시,33.25434209,126.5641014,20,10,8,61mbps
빙고커피앤디저트,카페,제주특별자치도,제주시,33.48923078,126.541763,19,4,6,147mbps
선주청과,카페,제주특별자치도,제주시,33.39338242,126.2405633,37,9,34,64mbps
백억커피제주삼도점,카페,제주특별자치도,제주시,33.50210182,126.5193645,24,6,19,97mbps
띠아모,카페,제주특별자치도,서귀포시,33.25641704,126.5722364,50,16,44,115mbps
카페직,카페,제주특별자치도,제주시,33.49673051,126.5269592,28,7,21,108mbps
가을다방,카페,제주특별자치도,제주시,33.51372289,126.5382112,34,11,22,148mbps
메가엠지씨커피제주수모루점,카페,제주특별자치도,서귀포시,33.24514817,126.5230719,42,21,32,62mbps
백억커피제주삼화점,카페,제주특별자치도,제주시,33.51972257,126.5719889,20,5,4,131mbps
풀말차정원,카페,제주특별자치도,제주시,33.55351926,126.7068663,20,10,7,112mbps
우도바이킹,카페,제주특별자치도,제주시,33.49708947,126.9453972,35,8,26,116mbps
수스로로스팅하우스,카페,제주특별자치도,제주시,33.46343044,126.3388188,31,7,27,87mbps
아노록커피바,카페,제주특별자치도,제주시,33.53461586,126.6215245,26,6,18,135mbps
이노프,카페,제주특별자치도,서귀포시,33.32958828,126.7980974,31,6,18,52mbps
나나곳간,카페,제주특별자치도,제주시,33.485147,126.4154341,28,9,26,123mbps
베이커리카페&피쉬마켓,카페,제주특별자치도,제주시,33.9594195,126.2967402,21,7,13,82mbps
크레이지빙수신제주점,카페,제주특별자치도,제주시,33.48119602,126.4733017,14,2,14,67mbps
로뎀카페,카페,제주특별자치도,제주시,33.50198112,126.5325914,21,10,18,55mbps
카페드노엘,카페,제주특별자치도,제주시,33.51448928,126.576051,49,12,49,140mbps
카페직민속자연사박물관점,카페,제주특별자치도,제주시,33.50562928,126.5317215,45,9,25,104mbps
이디야커피서홍점,카페,제주특별자치도,서귀포시,33.26140716,126.5554162,22,5,8,144mbps
컴포즈커피제주,카페,제주특별자치도,제주시,33.49237498,126.5362801,32,16,16,62mbps
카페마노앤디또,카페,제주특별자치도,제주시,33.34972684,126.185016,11,3,5,105mbps
무로이로비,카페,제주특별자치도,서귀포시,33.3077306,126.3365603,19,3,5,71mbps
예평제주점,카페,제주특별자치도,제주시,33.33878318,126.2662584,25,12,11,103mbps
카주아루,카페,제주특별자치도,제주시,33.49254164,126.5350417,46,11,43,128mbps
달곰카페,카페,제주특별자치도,제주시,33.49925051,126.6570299,46,11,35,67mbps
카페봄봄,카페,제주특별자치도,서귀포시,33.27904527,126.2743261,42,10,29,103mbps
믈커피스페셜티점,카페,제주특별자치도,서귀포시,33.27195899,126.5986401,16,3,12,122mbps
카르마커피제주,카페,제주특별자치도,제주시,33.55622211,126.8011899,26,13,14,133mbps
카페이엘라도,카페,제주특별자치도,제주시,33.51167757,126.5172666,22,5,17,115mbps
카페밀,카페,제주특별자치도,제주시,33.49129047,126.5428605,41,10,31,138mbps
카페휘,카페,제주특별자치도,제주시,33.37623144,126.2140516,17,5,1,107mbps
신수카페,카페,제주특별자치도,제주시,33.3027058,126.1984238,10,2,8,125mbps
디저트39서귀포명동로점,카페,제주특별자치도,서귀포시,33.24720983,126.5639973,34,6,14,77mbps
여름정원,카페,제주특별자치도,서귀포시,33.3610065,126.8389506,25,6,5,101mbps
커피솝,카페,제주특별자치도,제주시,33.5092763,126.5096062,16,4,1,133mbps
한복입은바리스타,카페,제주특별자치도,제주시,33.51357722,126.5235525,32,6,12,129mbps
벤치테이블,카페,제주특별자치도,서귀포시,33.45906614,126.9100857,13,4,7,52mbps
에이바우트커피이편한세상시티점,카페,제주특별자치도,제주시,33.48386022,126.4829368,23,5,15,136mbps
삼달리꽃밭에서,카페,제주특별자치도,서귀포시,33.36766501,126.8654793,38,9,26,107mbps
웨이브피스,카페,제주특별자치도,제주시,33.47768903,126.5487739,43,21,38,68mbps
빽다방제주애월구엄포구점,카페,제주특별자치도,제주시,33.4840147,126.377321,15,3,11,66mbps
